epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
364,5850.69,0.9917,0.69964,1.11176,0.83625,0.72302,0.77976,0.52517,1.36809,0.89631,1.36069,0.00344661,0.00344661,0.00344661
365,5866.55,1.01512,0.73154,1.12479,0.83064,0.71827,0.77306,0.5254,1.36584,0.89413,1.35765,0.00342211,0.00342211,0.00342211
366,5882.44,1.01765,0.74142,1.12098,0.82747,0.71348,0.77315,0.52162,1.36959,0.89576,1.35892,0.00339766,0.00339766,0.00339766
367,5898.27,0.99833,0.70855,1.11292,0.82222,0.71661,0.77585,0.52727,1.37172,0.90133,1.35999,0.00337325,0.00337325,0.00337325
368,5914.11,1.01801,0.7286,1.12286,0.81958,0.71661,0.77473,0.52557,1.37285,0.90657,1.35834,0.00334888,0.00334888,0.00334888
369,5930.08,1.00488,0.72782,1.11246,0.80545,0.71414,0.77001,0.52181,1.37104,0.90462,1.3543,0.00332457,0.00332457,0.00332457
370,5946.04,1.01603,0.72253,1.12463,0.81439,0.71472,0.76829,0.52004,1.37274,0.8986,1.35441,0.0033003,0.0033003,0.0033003
371,5962.18,1.00118,0.71429,1.10958,0.8211,0.71596,0.76898,0.5195,1.37421,0.89742,1.35705,0.00327608,0.00327608,0.00327608
372,5978.28,1.01735,0.73524,1.12559,0.80662,0.71487,0.76746,0.5182,1.37482,0.89766,1.3561,0.00325191,0.00325191,0.00325191
373,5994.37,0.98867,0.70833,1.11757,0.82027,0.71761,0.77023,0.52106,1.37432,0.9001,1.35544,0.00322778,0.00322778,0.00322778
374,6010.43,1.02241,0.73112,1.1231,0.82406,0.71687,0.77632,0.52537,1.37218,0.90007,1.35319,0.00320371,0.00320371,0.00320371
375,6026.2,1.00146,0.73132,1.11988,0.81676,0.71737,0.77408,0.52154,1.3711,0.89973,1.35508,0.00317969,0.00317969,0.00317969
376,6042.21,0.9917,0.70672,1.1118,0.82817,0.72292,0.77744,0.52371,1.3706,0.90056,1.35287,0.00315572,0.00315572,0.00315572
377,6058.18,0.9888,0.72394,1.11037,0.83293,0.72169,0.77858,0.52344,1.37188,0.90093,1.35409,0.0031318,0.0031318,0.0031318
378,6074.02,0.99162,0.70165,1.10536,0.83378,0.72127,0.77771,0.52192,1.37118,0.89564,1.35629,0.00310793,0.00310793,0.00310793
379,6089.83,0.9903,0.68416,1.10035,0.83469,0.72769,0.78305,0.52508,1.37308,0.89287,1.3568,0.00308412,0.00308412,0.00308412
380,6105.75,1.01716,0.72327,1.12733,0.83392,0.71666,0.78161,0.52313,1.37459,0.89293,1.35902,0.00306036,0.00306036,0.00306036
381,6121.66,0.99665,0.70845,1.11266,0.83407,0.72726,0.78818,0.52731,1.37523,0.89196,1.35841,0.00303665,0.00303665,0.00303665
382,6137.53,0.98558,0.72844,1.11023,0.84337,0.73252,0.79261,0.52946,1.3719,0.88937,1.35601,0.003013,0.003013,0.003013
383,6153.38,1.00227,0.71851,1.11906,0.83791,0.72218,0.78769,0.52965,1.36897,0.88636,1.35684,0.00298941,0.00298941,0.00298941
384,6169.36,0.9957,0.71009,1.10813,0.83653,0.72094,0.78494,0.52762,1.36638,0.88741,1.35614,0.00296587,0.00296587,0.00296587
385,6185.35,0.97382,0.69522,1.09975,0.83442,0.7141,0.78072,0.525,1.36989,0.88834,1.35905,0.00294239,0.00294239,0.00294239
386,6201.76,0.97949,0.69485,1.10762,0.83457,0.71618,0.78103,0.52446,1.37064,0.89322,1.35952,0.00291897,0.00291897,0.00291897
387,6218.23,0.98345,0.70125,1.10955,0.83185,0.71571,0.7797,0.52443,1.37112,0.89272,1.36103,0.00289561,0.00289561,0.00289561
388,6234.33,0.99209,0.71165,1.11613,0.83398,0.71359,0.78021,0.52726,1.36961,0.89191,1.36093,0.0028723,0.0028723,0.0028723
389,6250.2,0.99076,0.70421,1.10832,0.83337,0.71502,0.78106,0.52578,1.37071,0.88961,1.36355,0.00284906,0.00284906,0.00284906
390,6266.02,0.97086,0.70659,1.10085,0.83648,0.72158,0.78398,0.52486,1.37273,0.88908,1.36413,0.00282587,0.00282587,0.00282587
391,6281.92,0.99765,0.72604,1.11313,0.83406,0.72282,0.78448,0.52191,1.37303,0.88959,1.36353,0.00280275,0.00280275,0.00280275
392,6297.81,0.98212,0.7064,1.10521,0.83966,0.72324,0.78494,0.52354,1.3715,0.88918,1.36013,0.00277968,0.00277968,0.00277968
393,6313.7,0.97687,0.70316,1.09713,0.84009,0.72448,0.78839,0.5237,1.37297,0.88988,1.36033,0.00275668,0.00275668,0.00275668
394,6329.47,1.00316,0.71665,1.11654,0.83806,0.72213,0.78742,0.52243,1.37475,0.88943,1.35958,0.00273375,0.00273375,0.00273375
395,6345.35,0.98248,0.69754,1.10733,0.83476,0.71614,0.78582,0.52073,1.3745,0.89179,1.35786,0.00271087,0.00271087,0.00271087
396,6361.26,0.9756,0.69962,1.10175,0.83862,0.72128,0.78849,0.5239,1.37433,0.89188,1.35775,0.00268806,0.00268806,0.00268806
397,6377.16,0.99781,0.70717,1.1092,0.84033,0.72448,0.78965,0.52106,1.37642,0.8897,1.35756,0.00266532,0.00266532,0.00266532
398,6392.94,0.97604,0.67686,1.09077,0.84012,0.72961,0.78983,0.51978,1.37649,0.88869,1.35632,0.00264264,0.00264264,0.00264264
399,6408.82,0.98424,0.70122,1.10497,0.8399,0.72961,0.78931,0.5207,1.377,0.89028,1.35752,0.00262003,0.00262003,0.00262003
400,6424.81,0.96923,0.68414,1.0949,0.84117,0.72918,0.78873,0.52116,1.37698,0.89189,1.35695,0.00259748,0.00259748,0.00259748
401,6441.29,0.98156,0.71203,1.10527,0.8441,0.73114,0.79052,0.52205,1.3784,0.8936,1.35949,0.002575,0.002575,0.002575
402,6457.56,0.9643,0.67657,1.08662,0.84517,0.73338,0.79101,0.52112,1.37847,0.89697,1.36057,0.00255259,0.00255259,0.00255259
403,6473.7,0.96452,0.67977,1.09285,0.8448,0.73047,0.78964,0.51945,1.38058,0.89819,1.36266,0.00253024,0.00253024,0.00253024
404,6489.62,0.97096,0.68823,1.09919,0.83314,0.72633,0.78786,0.51664,1.38208,0.89779,1.3656,0.00250797,0.00250797,0.00250797
405,6505.5,0.97377,0.68792,1.09873,0.82866,0.72534,0.78291,0.51976,1.38371,0.90045,1.36737,0.00248577,0.00248577,0.00248577
406,6521.41,0.98177,0.68603,1.10577,0.82894,0.72824,0.78457,0.52007,1.38377,0.90035,1.36749,0.00246363,0.00246363,0.00246363
407,6537.26,0.96732,0.68094,1.09707,0.82778,0.72824,0.78411,0.52041,1.38526,0.90023,1.36795,0.00244157,0.00244157,0.00244157
408,6553.26,0.96016,0.69225,1.09727,0.82797,0.72948,0.78287,0.52022,1.38536,0.90144,1.3675,0.00241958,0.00241958,0.00241958
409,6569.22,0.95064,0.68422,1.09009,0.82921,0.73114,0.78297,0.52132,1.3852,0.90066,1.36826,0.00239766,0.00239766,0.00239766
410,6585.21,0.98225,0.70941,1.10327,0.82605,0.727,0.78113,0.52081,1.38447,0.90118,1.36862,0.00237581,0.00237581,0.00237581
411,6601.18,0.98863,0.6987,1.09537,0.82686,0.727,0.7818,0.52074,1.38431,0.90079,1.36884,0.00235404,0.00235404,0.00235404
412,6617.18,0.96012,0.69761,1.0943,0.82693,0.72948,0.7818,0.52055,1.38517,0.90154,1.37085,0.00233234,0.00233234,0.00233234
413,6633.12,0.97855,0.71577,1.1053,0.82512,0.72948,0.78096,0.52013,1.38819,0.90663,1.37384,0.00231071,0.00231071,0.00231071
414,6648.94,0.97527,0.69801,1.10525,0.8314,0.72948,0.78346,0.52331,1.3886,0.91069,1.37429,0.00228916,0.00228916,0.00228916
415,6664.87,0.95761,0.66553,1.08441,0.82187,0.72146,0.77924,0.52198,1.38961,0.91199,1.37657,0.00226769,0.00226769,0.00226769
416,6680.98,0.96474,0.68277,1.09804,0.81864,0.71898,0.77739,0.51939,1.38859,0.91153,1.37457,0.00224629,0.00224629,0.00224629
417,6697.12,0.95822,0.68418,1.09143,0.82994,0.7198,0.77952,0.52068,1.38914,0.91102,1.37365,0.00222497,0.00222497,0.00222497
418,6713.54,0.97541,0.69621,1.10432,0.82994,0.7198,0.77985,0.51974,1.38941,0.9113,1.37225,0.00220372,0.00220372,0.00220372
419,6729.73,0.97385,0.69466,1.09627,0.8264,0.72146,0.77986,0.52065,1.3921,0.91147,1.37574,0.00218256,0.00218256,0.00218256
420,6745.67,0.97392,0.67617,1.0986,0.82784,0.72146,0.77972,0.52053,1.39164,0.91417,1.37592,0.00216147,0.00216147,0.00216147
421,6761.69,0.97898,0.68181,1.10473,0.82412,0.71798,0.77735,0.51627,1.39053,0.91516,1.37458,0.00214046,0.00214046,0.00214046
422,6777.7,0.95445,0.68893,1.09281,0.82814,0.71897,0.77915,0.51605,1.38867,0.91457,1.37263,0.00211953,0.00211953,0.00211953
423,6793.65,0.97187,0.68334,1.09706,0.82852,0.71897,0.77896,0.51598,1.38792,0.91389,1.37174,0.00209869,0.00209869,0.00209869
